Year,Student_ID,Campus_ID,Grade,Gender,Teacher_ID,Attendance_Rate,Standardized_Math_Score,Standardized_Social_Studies_Score,Standardized_Science_Score
2024,S2115,C3,1st,Male,T0056,1.0,92.5,81.0,95.1
2025,S2115,C3,2nd,Male,T0060,0.851,67.9,48.9,64.1
2023,S2116,C3,Kindergarten,Female,T0054,0.852,90.9,67.8,88.4
2024,S2116,C3,1st,Female,T0058,0.822,71.7,61.4,81.9
2025,S2116,C3,2nd,Female,T0062,0.986,85.2,60.3,88.8
2023,S2117,C3,Kindergarten,Male,T0053,0.698,64.5,62.1,55.5
2024,S2117,C3,1st,Male,T0055,0.935,75.2,73.8,71.4
2025,S2117,C3,2nd,Male,T0062,0.85,76.9,58.0,69.9
2023,S2118,C3,Kindergarten,Female,T0053,0.802,66.9,61.4,71.4
2024,S2118,C3,1st,Female,T0057,0.904,92.0,86.3,93.8
2025,S2118,C3,2nd,Female,T0061,0.933,72.2,75.6,76.6
2023,S2119,C3,Kindergarten,Female,T0054,0.898,78.2,88.5,88.6
2024,S2119,C3,1st,Female,T0055,0.918,81.1,68.4,77.8
2025,S2119,C3,2nd,Female,T0061,0.749,77.5,57.3,63.5
2023,S2120,C3,Kindergarten,Female,T0054,1.0,91.7,91.6,95.2
2024,S2120,C3,1st,Female,T0059,0.904,68.6,68.0,74.9
2025,S2120,C3,2nd,Female,T0061,0.919,77.0,69.7,74.3
2023,S2121,C3,Kindergarten,Female,T0051,0.924,87.5,80.2,88.6
2024,S2121,C3,1st,Female,T0056,1.0,91.5,68.8,82.3
2025,S2121,C3,2nd,Female,T0060,0.881,70.7,66.7,52.7
2023,S2122,C3,Kindergarten,Male,T0052,0.81,70.6,57.9,57.1
2024,S2122,C3,1st,Male,T0057,0.86,81.1,71.1,79.5
2025,S2122,C3,2nd,Male,T0062,0.885,77.9,67.8,79.0
2023,S2123,C3,Kindergarten,Male,T0052,0.908,77.6,70.1,91.3
2024,S2123,C3,1st,Male,T0057,0.891,86.7,84.7,70.6
2025,S2123,C3,2nd,Male,T0060,0.889,71.6,59.2,73.4
2023,S2124,C3,Kindergarten,Female,T0053,0.975,80.6,64.8,72.5
2024,S2124,C3,1st,Female,T0058,0.902,74.6,78.6,88.6
2025,S2124,C3,2nd,Female,T0061,0.996,75.2,66.7,90.3
2023,S2125,C3,Kindergarten,Male,T0054,1.0,92.8,81.9,97.6
2024,S2125,C3,1st,Male,T0057,0.932,91.0,78.0,84.3
2025,S2125,C3,2nd,Male,T0061,0.89,73.0,63.9,68.3
2023,S2126,C3,Kindergarten,Male,T0054,0.914,89.5,83.7,93.9
2024,S2126,C3,1st,Male,T0057,0.9,83.9,71.2,86.9
2025,S2126,C3,2nd,Male,T0061,1.0,72.2,68.7,91.4
2023,S2127,C3,Kindergarten,Female,T0051,0.856,76.5,75.9,77.6
2024,S2127,C3,1st,Female,T0059,0.841,68.5,52.3,66.6
2025,S2127,C3,2nd,Female,T0063,0.905,77.6,71.4,60.1
2023,S2128,C3,Kindergarten,Female,T0052,0.824,60.7,73.7,66.5
2024,S2128,C3,1st,Female,T0055,0.871,66.1,60.6,83.0
2025,S2128,C3,2nd,Female,T0063,0.791,56.0,64.7,62.4
2023,S2129,C3,Kindergarten,Male,T0052,0.819,75.4,67.7,61.5
2024,S2129,C3,1st,Male,T0057,0.934,86.4,82.8,92.1
2025,S2129,C3,2nd,Male,T0063,0.852,76.7,49.4,67.9
2023,S2130,C3,Kindergarten,Male,T0054,0.831,96.6,70.0,89.0
2024,S2130,C3,1st,Male,T0056,0.912,79.1,64.6,71.7
2025,S2130,C3,2nd,Male,T0063,0.7,72.5,71.6,61.0
2023,S2131,C3,Kindergarten,Female,T0051,0.969,92.4,82.2,95.3
2024,S2131,C3,1st,Female,T0056,0.905,78.6,80.0,78.1
2025,S2131,C3,2nd,Female,T0060,1.0,73.8,83.4,74.6
2023,S2132,C3,Kindergarten,Female,T0053,0.966,90.5,78.9,86.9
2024,S2132,C3,1st,Female,T0057,0.84,70.7,68.8,81.4
2025,S2132,C3,2nd,Female,T0061,0.952,95.4,73.2,88.0
2023,S2133,C3,Kindergarten,Male,T0053,0.702,52.3,58.2,58.1
2024,S2133,C3,1st,Male,T0056,0.807,68.8,64.7,67.9
2025,S2133,C3,2nd,Male,T0062,0.938,78.9,76.8,77.5
2023,S2134,C3,Kindergarten,Male,T0053,0.99,75.7,67.4,77.4
2024,S2134,C3,1st,Male,T0059,0.9,72.2,73.6,74.8
2025,S2134,C3,2nd,Male,T0062,0.917,79.0,70.9,81.3
2023,S2135,C3,Kindergarten,Male,T0053,0.89,65.7,72.5,77.8
2024,S2135,C3,1st,Male,T0056,0.934,84.8,76.3,87.5
2025,S2135,C3,2nd,Male,T0060,0.797,61.4,49.6,49.5
2023,S2136,C3,Kindergarten,Male,T0052,0.937,76.5,71.9,70.6
2024,S2136,C3,1st,Male,T0059,0.895,77.2,64.1,71.4
2025,S2136,C3,2nd,Male,T0060,0.872,78.4,58.1,71.7
2023,S2137,C3,Kindergarten,Male,T0053,0.983,77.2,77.6,84.4
2024,S2137,C3,1st,Male,T0059,0.895,66.6,59.5,70.5
2025,S2137,C3,2nd,Male,T0060,0.964,81.9,63.1,76.6
2023,S2138,C3,Kindergarten,Female,T0051,0.764,74.7,70.3,85.0
2024,S2138,C3,1st,Female,T0056,1.0,84.3,75.9,85.7
2025,S2138,C3,2nd,Female,T0063,0.881,77.4,77.9,77.2
2023,S2139,C3,Kindergarten,Female,T0052,0.839,64.3,61.2,67.8
2024,S2139,C3,1st,Female,T0055,0.792,76.7,57.7,65.3
2025,S2139,C3,2nd,Female,T0061,0.778,75.5,66.3,73.3
2023,S2140,C3,Kindergarten,Female,T0052,0.804,63.3,53.2,74.1
2024,S2140,C3,1st,Female,T0058,0.968,74.2,77.3,72.0
2025,S2140,C3,2nd,Female,T0062,0.917,87.8,62.0,73.1
2023,S2141,C3,Kindergarten,Male,T0051,0.895,84.6,91.7,88.4
2024,S2141,C3,1st,Male,T0057,0.919,87.0,95.8,85.6
2025,S2141,C3,2nd,Male,T0062,0.985,74.8,75.0,79.5
2023,S2142,C3,Kindergarten,Female,T0053,0.795,76.3,54.8,70.8
2024,S2142,C3,1st,Female,T0057,0.867,73.8,81.6,84.8
2025,S2142,C3,2nd,Female,T0060,0.962,93.4,68.2,86.7
2023,S2143,C3,Kindergarten,Male,T0051,0.964,85.2,92.2,85.4
2024,S2143,C3,1st,Male,T0058,0.959,86.9,74.8,80.6
2025,S2143,C3,2nd,Male,T0060,0.859,68.2,64.2,61.2
2023,S2144,C3,Kindergarten,Female,T0051,0.951,88.5,87.4,79.3
2024,S2144,C3,1st,Female,T0055,0.943,63.2,68.1,77.8
2025,S2144,C3,2nd,Female,T0061,0.77,70.2,69.8,67.9
2023,S2145,C3,Kindergarten,Female,T0053,0.819,62.9,57.0,70.8
2024,S2145,C3,1st,Female,T0056,1.0,87.3,68.6,82.6
2025,S2145,C3,2nd,Female,T0062,1.0,89.5,69.9,71.1
2023,S2146,C3,Kindergarten,Male,T0051,0.846,78.8,85.8,90.4
2024,S2146,C3,1st,Male,T0056,1.0,92.1,83.3,73.1
2025,S2146,C3,2nd,Male,T0063,0.912,85.8,66.9,76.6
2023,S2147,C3,Kindergarten,Female,T0054,0.836,85.4,78.8,92.6
2024,S2147,C3,1st,Female,T0059,1.0,80.1,71.6,86.4
2025,S2147,C3,2nd,Female,T0061,0.876,70.1,62.5,75.7
2023,S2148,C3,Kindergarten,Male,T0051,0.853,92.5,73.7,80.7
2024,S2148,C3,1st,Male,T0058,1.0,90.6,75.1,82.8
2025,S2148,C3,2nd,Male,T0061,1.0,81.0,77.5,83.8
2023,S2149,C3,Kindergarten,Female,T0054,0.858,74.6,74.4,91.1
2024,S2149,C3,1st,Female,T0059,0.965,78.1,75.8,80.6
2025,S2149,C3,2nd,Female,T0061,0.94,78.0,61.0,75.8
2023,S2150,C3,Kindergarten,Male,T0052,0.961,90.0,70.0,61.4
2024,S2150,C3,1st,Male,T0059,0.943,76.0,69.1,71.9
2025,S2150,C3,2nd,Male,T0060,0.838,61.4,59.0,65.2
2023,S2151,C3,Kindergarten,Male,T0051,1.0,91.4,85.9,93.3
2024,S2151,C3,1st,Male,T0057,0.914,85.2,74.3,81.2
2025,S2151,C3,2nd,Male,T0061,0.957,75.7,65.3,80.0
2023,S2152,C3,Kindergarten,Female,T0052,0.755,68.8,62.1,69.4
2024,S2152,C3,1st,Female,T0056,0.942,88.5,90.1,82.5
2025,S2152,C3,2nd,Female,T0062,0.907,74.9,72.5,83.3
2023,S2153,C3,Kindergarten,Male,T0052,0.823,64.0,64.4,72.6
2024,S2153,C3,1st,Male,T0058,0.775,66.7,70.2,72.9
2025,S2153,C3,2nd,Male,T0060,0.942,76.0,72.3,73.1
2023,S2154,C3,Kindergarten,Female,T0053,0.948,88.2,77.1,79.0
2024,S2154,C3,1st,Female,T0056,0.978,70.8,67.2,77.2
2025,S2154,C3,2nd,Female,T0061,0.924,83.7,71.6,83.0
2023,S2155,C3,Kindergarten,Male,T0053,0.841,67.7,67.7,69.1
2024,S2155,C3,1st,Male,T0056,1.0,89.5,72.2,87.5
2025,S2155,C3,2nd,Male,T0060,0.917,73.8,56.0,66.5
2023,S2156,C3,Kindergarten,Female,T0054,0.989,76.4,98.9,96.1
2024,S2156,C3,1st,Female,T0056,0.987,93.8,81.8,79.3
2025,S2156,C3,2nd,Female,T0063,0.933,67.3,62.5,72.9
2023,S2157,C3,Kindergarten,Female,T0054,0.86,81.6,85.1,87.8
2024,S2157,C3,1st,Female,T0059,0.943,76.7,60.6,82.8
2025,S2157,C3,2nd,Female,T0062,0.872,72.5,67.5,75.2
2023,S2158,C3,Kindergarten,Female,T0053,0.831,63.4,64.2,64.8
2024,S2158,C3,1st,Female,T0055,0.91,73.6,70.8,79.9
2025,S2158,C3,2nd,Female,T0060,0.761,65.0,52.0,68.9
2023,S2159,C3,Kindergarten,Male,T0052,0.891,68.6,65.9,57.6
2024,S2159,C3,1st,Male,T0057,1.0,83.5,76.5,83.9
2025,S2159,C3,2nd,Male,T0062,0.966,80.9,68.7,81.8
2023,S2160,C3,Kindergarten,Male,T0052,1.0,91.4,76.3,76.5
2024,S2160,C3,1st,Male,T0059,0.872,74.4,65.4,78.3
2025,S2160,C3,2nd,Male,T0062,0.919,86.4,74.8,80.3
2023,S2161,C3,Kindergarten,Male,T0051,0.872,80.7,80.0,78.0
2024,S2161,C3,1st,Male,T0057,0.85,73.1,77.3,84.2
2025,S2161,C3,2nd,Male,T0060,1.0,70.8,65.0,73.0
2023,S2162,C3,Kindergarten,Male,T0052,0.893,71.4,75.0,82.9
2024,S2162,C3,1st,Male,T0056,0.793,67.7,70.3,75.7
2025,S2162,C3,2nd,Male,T0063,0.934,83.7,75.6,75.9
2023,S2163,C3,Kindergarten,Female,T0054,0.921,80.1,83.7,96.6
2024,S2163,C3,1st,Female,T0059,0.788,66.9,56.1,68.3
2025,S2163,C3,2nd,Female,T0060,0.845,73.8,71.3,68.4
2023,S2164,C3,Kindergarten,Female,T0054,0.828,79.9,82.8,81.4
2024,S2164,C3,1st,Female,T0059,0.795,57.3,63.3,64.9
2025,S2164,C3,2nd,Female,T0060,0.857,62.8,46.1,65.6
2023,S2165,C3,Kindergarten,Female,T0052,0.982,84.7,70.9,79.5
2024,S2165,C3,1st,Female,T0059,0.874,70.8,61.1,75.0
2025,S2165,C3,2nd,Female,T0060,0.879,66.4,61.2,68.8
2023,S2166,C3,Kindergarten,Female,T0053,0.902,63.3,72.4,74.2
2024,S2166,C3,1st,Female,T0058,0.826,77.4,71.5,70.0
2025,S2166,C3,2nd,Female,T0062,1.0,86.0,80.8,79.2
2023,S2167,C3,Kindergarten,Female,T0052,0.791,60.5,77.1,55.7
2024,S2167,C3,1st,Female,T0059,0.999,68.4,64.8,91.6
2025,S2167,C3,2nd,Female,T0061,0.896,88.9,65.5,75.5
2023,S2168,C3,Kindergarten,Female,T0052,0.843,74.4,63.8,72.4
2024,S2168,C3,1st,Female,T0058,0.775,71.1,75.7,76.2
2025,S2168,C3,2nd,Female,T0060,0.914,66.4,68.4,73.0
2023,S2169,C3,Kindergarten,Male,T0051,0.933,92.2,93.3,96.8
2024,S2169,C3,1st,Male,T0055,0.915,75.5,67.9,72.3
2025,S2169,C3,2nd,Male,T0063,0.889,63.9,58.6,76.9
2023,S2170,C3,Kindergarten,Female,T0051,0.911,84.7,80.7,81.4
2024,S2170,C3,1st,Female,T0059,0.911,74.5,60.0,66.8
2025,S2170,C3,2nd,Female,T0061,1.0,83.8,76.0,96.6
2023,S2171,C3,Kindergarten,Female,T0051,1.0,85.1,86.5,90.9
2024,S2171,C3,1st,Female,T0057,0.934,78.9,80.2,70.4
2025,S2171,C3,2nd,Female,T0060,0.992,84.3,61.6,74.1
2023,S2172,C3,Kindergarten,Female,T0054,0.87,82.3,77.7,91.7
2024,S2172,C3,1st,Female,T0058,0.961,78.9,73.4,68.3
2025,S2172,C3,2nd,Female,T0062,1.0,86.3,80.2,83.2
2023,S2173,C3,Kindergarten,Male,T0053,0.98,81.0,82.5,77.2
2024,S2173,C3,1st,Male,T0059,0.896,72.3,66.6,78.6
2025,S2173,C3,2nd,Male,T0060,0.893,80.2,47.8,73.0
2023,S2174,C3,Kindergarten,Male,T0052,0.822,81.2,58.4,75.7
2024,S2174,C3,1st,Male,T0055,1.0,80.5,67.1,75.0
2025,S2174,C3,2nd,Male,T0060,0.919,70.1,71.9,74.6
2023,S2175,C3,Kindergarten,Male,T0052,0.938,77.5,76.1,77.4
2024,S2175,C3,1st,Male,T0058,0.936,82.8,78.1,76.3
2025,S2175,C3,2nd,Male,T0061,0.909,66.5,71.0,72.1
2023,S2176,C3,Kindergarten,Female,T0053,0.78,62.6,58.9,60.1
2024,S2176,C3,1st,Female,T0055,0.968,79.9,80.2,79.1
2025,S2176,C3,2nd,Female,T0063,1.0,74.5,77.4,83.5
2023,S2177,C3,Kindergarten,Female,T0051,0.97,95.2,95.4,88.4
2024,S2177,C3,1st,Female,T0057,0.751,77.3,74.9,66.4
2025,S2177,C3,2nd,Female,T0062,0.868,63.1,69.2,79.8
2023,S2178,C3,Kindergarten,Male,T0052,1.0,82.7,84.3,83.1
2024,S2178,C3,1st,Male,T0055,0.9,72.6,71.6,79.1
2025,S2178,C3,2nd,Male,T0060,1.0,81.8,70.8,76.7
2023,S2179,C3,Kindergarten,Female,T0051,0.789,83.0,77.5,81.3
2024,S2179,C3,1st,Female,T0055,0.789,64.9,63.2,66.3
2025,S2179,C3,2nd,Female,T0061,0.885,82.5,75.9,72.0
2023,S2180,C3,Kindergarten,Male,T0052,0.792,63.2,77.9,82.7
2024,S2180,C3,1st,Male,T0055,0.894,80.4,74.7,80.3
2025,S2180,C3,2nd,Male,T0063,0.961,75.6,71.6,80.4
2023,S2181,C3,Kindergarten,Male,T0054,0.807,87.2,79.1,84.1
2024,S2181,C3,1st,Male,T0059,0.859,71.8,74.9,58.8
2025,S2181,C3,2nd,Male,T0061,0.833,69.9,58.8,69.6
2023,S2182,C3,Kindergarten,Male,T0053,0.87,79.2,91.1,71.9
2024,S2182,C3,1st,Male,T0055,0.972,95.7,78.5,76.4
2025,S2182,C3,2nd,Male,T0063,0.856,64.2,61.9,72.2
2023,S2183,C3,Kindergarten,Female,T0054,1.0,97.9,87.1,97.7
2024,S2183,C3,1st,Female,T0057,0.988,86.2,77.8,84.1
2025,S2183,C3,2nd,Female,T0063,0.841,73.0,67.9,79.3
2023,S2184,C3,Kindergarten,Female,T0053,0.718,59.5,61.0,71.8
2024,S2184,C3,1st,Female,T0058,0.766,70.5,58.6,73.0
2025,S2184,C3,2nd,Female,T0061,1.0,89.0,77.0,78.6
2023,S2185,C3,Kindergarten,Male,T0051,0.874,96.6,74.7,80.0
2024,S2185,C3,1st,Male,T0055,0.784,61.2,70.8,65.7
2025,S2185,C3,2nd,Male,T0063,0.884,76.3,74.1,74.8
2023,S2186,C3,Kindergarten,Female,T0051,0.947,77.9,72.2,99.5
2024,S2186,C3,1st,Female,T0059,1.0,83.3,69.4,82.5
2025,S2186,C3,2nd,Female,T0062,0.899,72.7,76.6,74.7
2023,S2187,C3,Kindergarten,Male,T0051,0.833,92.2,65.2,82.3
2024,S2187,C3,1st,Male,T0057,0.956,84.1,72.6,81.0
2025,S2187,C3,2nd,Male,T0061,0.757,61.4,68.7,68.3
2023,S2188,C3,Kindergarten,Female,T0054,0.853,75.4,76.8,76.5
2024,S2188,C3,1st,Female,T0056,0.828,65.4,65.0,74.8
2025,S2188,C3,2nd,Female,T0062,0.943,76.9,86.8,85.5
2023,S2189,C3,Kindergarten,Female,T0053,0.975,83.3,63.3,87.6
2024,S2189,C3,1st,Female,T0055,0.935,76.8,75.2,81.8
2025,S2189,C3,2nd,Female,T0061,0.923,75.0,64.3,86.1
2023,S2190,C3,Kindergarten,Female,T0054,1.0,94.8,86.6,92.6
2024,S2190,C3,1st,Female,T0056,0.801,68.1,70.5,67.9
2025,S2190,C3,2nd,Female,T0063,0.889,71.0,71.0,71.2
2023,S2191,C3,Kindergarten,Male,T0051,0.691,78.3,75.6,69.0
2024,S2191,C3,1st,Male,T0057,1.0,84.8,86.9,82.5
2025,S2191,C3,2nd,Male,T0061,0.938,84.6,83.3,83.3
2023,S2192,C3,Kindergarten,Female,T0051,0.895,88.5,75.1,96.1
2024,S2192,C3,1st,Female,T0058,0.902,81.1,62.8,79.8
2025,S2192,C3,2nd,Female,T0062,0.777,74.2,72.3,72.3
2023,S2193,C3,Kindergarten,Female,T0053,0.815,67.5,64.9,68.0
2024,S2193,C3,1st,Female,T0058,1.0,72.9,74.3,90.5
2025,S2193,C3,2nd,Female,T0061,0.856,80.8,78.1,72.7
2023,S2194,C3,Kindergarten,Male,T0051,0.812,78.4,81.5,89.6
2024,S2194,C3,1st,Male,T0059,0.825,74.9,55.0,64.5
2025,S2194,C3,2nd,Male,T0063,1.0,79.0,70.6,87.4
2023,S2195,C3,Kindergarten,Female,T0051,0.787,73.7,67.9,73.6
2024,S2195,C3,1st,Female,T0058,0.822,69.3,68.1,76.9
2025,S2195,C3,2nd,Female,T0062,0.761,67.2,67.3,74.5
2023,S2196,C3,Kindergarten,Male,T0051,1.0,94.7,88.0,89.3
2024,S2196,C3,1st,Male,T0057,0.918,79.1,77.8,80.0
2025,S2196,C3,2nd,Male,T0063,0.813,66.8,72.2,68.9
2023,S2197,C3,Kindergarten,Female,T0054,0.844,84.2,85.4,85.1
2024,S2197,C3,1st,Female,T0057,0.87,83.5,76.6,80.1
2025,S2197,C3,2nd,Female,T0062,0.946,82.6,77.3,78.6
2023,S2198,C3,Kindergarten,Male,T0052,0.996,76.6,74.9,81.2
2024,S2198,C3,1st,Male,T0058,0.926,73.7,73.0,79.2
2025,S2198,C3,2nd,Male,T0061,0.932,74.6,74.0,88.6
2023,S2199,C3,Kindergarten,Female,T0051,0.886,83.9,78.0,78.5
2024,S2199,C3,1st,Female,T0057,0.762,73.9,66.5,64.7
2025,S2199,C3,2nd,Female,T0061,0.942,74.4,71.9,78.8
2023,S2200,C3,Kindergarten,Female,T0054,0.938,89.6,94.6,94.3
2024,S2200,C3,1st,Female,T0056,0.796,73.5,64.8,74.0
2025,S2200,C3,2nd,Female,T0061,0.879,88.9,71.4,81.0
2023,S2201,C3,Kindergarten,Male,T0053,0.828,70.4,59.2,64.8
2024,S2201,C3,1st,Male,T0055,0.864,77.7,66.4,82.5
2025,S2201,C3,2nd,Male,T0063,0.794,58.8,70.4,69.7
2023,S2202,C3,Kindergarten,Male,T0051,0.897,83.3,88.6,94.4
2024,S2202,C3,1st,Male,T0058,0.993,88.8,76.2,84.7
2025,S2202,C3,2nd,Male,T0062,0.856,83.3,56.3,84.0
2023,S2203,C3,Kindergarten,Male,T0052,0.974,76.3,75.8,89.0
2024,S2203,C3,1st,Male,T0057,0.926,88.3,77.2,89.0
2025,S2203,C3,2nd,Male,T0062,0.855,87.5,62.5,72.9
2023,S2204,C3,Kindergarten,Male,T0053,0.853,71.0,63.6,67.1
2024,S2204,C3,1st,Male,T0056,0.976,93.5,87.2,84.3
2025,S2204,C3,2nd,Male,T0062,0.923,68.8,66.1,78.5
2023,S2205,C3,Kindergarten,Male,T0053,0.764,74.5,45.6,70.2
2024,S2205,C3,1st,Male,T0058,0.844,71.4,55.4,72.9
2025,S2205,C3,2nd,Male,T0063,0.704,68.6,46.8,73.4
2023,S2206,C3,Kindergarten,Female,T0051,0.932,97.5,90.7,88.1
2024,S2206,C3,1st,Female,T0057,0.838,88.2,65.0,69.3
2025,S2206,C3,2nd,Female,T0061,0.963,84.9,66.3,79.0
2023,S2207,C3,Kindergarten,Male,T0054,0.985,92.9,89.1,93.2
2024,S2207,C3,1st,Male,T0058,0.844,84.2,66.8,90.9
2025,S2207,C3,2nd,Male,T0062,0.788,71.5,64.2,69.6
2023,S2208,C3,Kindergarten,Male,T0051,0.994,97.2,100.0,95.9
2024,S2208,C3,1st,Male,T0055,0.939,87.1,71.0,89.8
2025,S2208,C3,2nd,Male,T0062,0.836,73.3,64.9,71.4
2023,S2209,C3,Kindergarten,Female,T0054,0.836,78.3,79.4,84.3
2024,S2209,C3,1st,Female,T0055,0.9,85.1,64.2,77.1
2025,S2209,C3,2nd,Female,T0062,0.795,72.3,65.5,78.2
2023,S2210,C3,Kindergarten,Male,T0053,0.89,71.0,74.6,78.4
2024,S2210,C3,1st,Male,T0056,0.764,77.2,64.7,72.6
2025,S2210,C3,2nd,Male,T0060,0.891,77.3,60.3,65.9
2024,S2211,C1,Kindergarten,Female,T0091,0.928,96.7,84.4,90.4
2025,S2211,C1,1st,Female,T0005,0.896,84.7,69.8,86.6
2024,S2212,C1,Kindergarten,Female,T0076,0.765,73.4,78.2,79.3
2025,S2212,C1,1st,Female,T0009,0.973,94.2,95.8,100.0
2024,S2213,C1,Kindergarten,Male,T0003,0.876,90.2,60.2,72.4
2025,S2213,C1,1st,Male,T0106,0.979,80.1,73.3,69.2
2024,S2214,C1,Kindergarten,Male,T0076,0.716,73.4,63.2,65.4
2025,S2214,C1,1st,Male,T0008,0.795,65.0,40.9,78.2
2024,S2215,C1,Kindergarten,Female,T0091,0.869,89.9,85.8,94.7
2025,S2215,C1,1st,Female,T0009,0.801,97.2,73.5,95.9
2024,S2216,C1,Kindergarten,Female,T0004,0.872,84.1,69.8,75.1
2025,S2216,C1,1st,Female,T0008,1.0,79.4,65.7,75.1
2024,S2217,C1,Kindergarten,Female,T0076,0.818,68.8,77.2,83.4
2025,S2217,C1,1st,Female,T0007,0.875,81.0,82.3,85.2
2024,S2218,C1,Kindergarten,Female,T0004,0.943,86.5,66.9,82.6
2025,S2218,C1,1st,Female,T0007,1.0,93.4,72.8,94.9
2024,S2219,C1,Kindergarten,Male,T0004,0.911,87.2,78.6,96.9
2025,S2219,C1,1st,Male,T0009,0.855,77.3,69.7,97.9
2024,S2220,C1,Kindergarten,Male,T0091,0.991,96.0,87.9,90.8
2025,S2220,C1,1st,Male,T0007,0.901,74.7,77.3,81.8
2024,S2221,C1,Kindergarten,Male,T0003,0.884,78.8,76.6,82.0
2025,S2221,C1,1st,Male,T0007,0.959,86.3,95.4,95.2
2024,S2222,C1,Kindergarten,Female,T0003,0.799,78.4,66.3,70.6
2025,S2222,C1,1st,Female,T0106,0.954,64.3,59.2,72.1
2024,S2223,C1,Kindergarten,Female,T0003,0.824,85.6,65.8,68.8
2025,S2223,C1,1st,Female,T0106,0.895,71.2,66.4,68.7
2024,S2224,C1,Kindergarten,Female,T0003,1.0,87.0,97.5,75.2
2025,S2224,C1,1st,Female,T0009,1.0,97.1,83.1,90.3
2024,S2225,C1,Kindergarten,Male,T0076,0.759,69.8,68.9,81.2
2025,S2225,C1,1st,Male,T0106,1.0,79.8,64.5,76.4
2024,S2226,C1,Kindergarten,Male,T0004,0.765,85.9,58.4,69.7
2025,S2226,C1,1st,Male,T0106,0.903,62.5,51.7,72.6
2024,S2227,C1,Kindergarten,Female,T0091,0.842,91.8,86.9,100.0
2025,S2227,C1,1st,Female,T0008,0.82,73.5,48.9,63.2
2024,S2228,C1,Kindergarten,Female,T0003,0.849,76.2,71.2,88.9
2025,S2228,C1,1st,Female,T0009,0.896,73.5,84.1,92.9
2024,S2229,C1,Kindergarten,Female,T0091,0.919,89.0,80.6,96.1
2025,S2229,C1,1st,Female,T0106,0.882,78.6,53.3,74.4
2024,S2230,C1,Kindergarten,Male,T0003,1.0,93.8,82.4,91.3
2025,S2230,C1,1st,Male,T0009,0.928,82.3,87.0,94.8
2024,S2231,C1,Kindergarten,Female,T0003,0.758,75.4,68.2,71.3
2025,S2231,C1,1st,Female,T0106,0.859,66.6,59.3,72.7
2024,S2232,C1,Kindergarten,Male,T0003,0.817,73.7,63.2,67.4
2025,S2232,C1,1st,Male,T0009,1.0,97.2,83.7,89.7
2024,S2233,C1,Kindergarten,Female,T0004,0.996,94.3,73.0,96.0
2025,S2233,C1,1st,Female,T0008,0.998,73.7,63.5,87.4
2024,S2234,C1,Kindergarten,Male,T0076,0.86,91.8,79.6,71.2
2025,S2234,C1,1st,Male,T0007,0.741,66.7,69.8,68.4
2024,S2235,C1,Kindergarten,Female,T0091,0.949,91.8,91.5,96.8
2025,S2235,C1,1st,Female,T0106,0.882,74.8,49.7,74.4
2024,S2236,C1,Kindergarten,Male,T0004,0.897,72.1,84.6,85.9
2025,S2236,C1,1st,Male,T0005,0.959,96.6,95.4,93.0
2024,S2237,C1,Kindergarten,Female,T0076,0.846,80.6,71.5,82.5
2025,S2237,C1,1st,Female,T0007,0.871,81.1,82.1,85.4
2024,S2238,C1,Kindergarten,Male,T0003,0.803,72.2,69.9,83.8
2025,S2238,C1,1st,Male,T0009,0.787,84.5,88.6,73.9
2024,S2239,C1,Kindergarten,Male,T0004,0.894,82.7,74.8,74.7
2025,S2239,C1,1st,Male,T0009,0.881,91.0,86.0,86.2
2024,S2240,C1,Kindergarten,Male,T0003,0.801,65.6,70.8,77.3
2025,S2240,C1,1st,Male,T0008,0.836,69.9,63.1,64.9
2024,S2241,C1,Kindergarten,Male,T0003,0.892,92.5,63.0,71.0
2025,S2241,C1,1st,Male,T0007,0.841,95.3,70.0,72.6
2024,S2242,C1,Kindergarten,Male,T0003,0.882,80.7,71.4,67.2
2025,S2242,C1,1st,Male,T0008,0.973,64.8,70.6,75.9
2024,S2243,C1,Kindergarten,Female,T0004,0.88,73.0,74.3,75.1
2025,S2243,C1,1st,Female,T0008,0.844,75.0,70.6,70.6
2024,S2244,C1,Kindergarten,Male,T0003,0.979,83.6,84.4,92.6
2025,S2244,C1,1st,Male,T0106,0.964,78.2,70.0,76.8
2024,S2245,C1,Kindergarten,Female,T0004,0.713,72.2,64.2,71.5
2025,S2245,C1,1st,Female,T0009,0.933,92.2,81.1,93.9
2024,S2246,C1,Kindergarten,Female,T0004,0.92,85.1,66.6,81.3
2025,S2246,C1,1st,Female,T0008,0.861,56.3,63.0,73.2
2024,S2247,C1,Kindergarten,Female,T0076,0.997,93.5,72.5,89.3
2025,S2247,C1,1st,Female,T0009,0.907,86.1,83.3,98.1
2024,S2248,C1,Kindergarten,Male,T0003,0.993,93.4,88.3,83.6
2025,S2248,C1,1st,Male,T0009,0.815,86.6,78.3,81.0
2024,S2249,C1,Kindergarten,Male,T0076,0.817,87.5,75.7,93.6
2025,S2249,C1,1st,Male,T0007,0.816,69.9,65.8,77.9
2024,S2250,C1,Kindergarten,Female,T0004,0.937,86.2,74.1,84.7
2025,S2250,C1,1st,Female,T0008,0.967,73.8,63.1,77.2
2024,S2251,C1,Kindergarten,Female,T0003,0.972,82.9,77.9,91.2
